job,link,time,price,bid,status
Amazon flex block grabber,https://www.freelancer.com/projects/mobile-phone/amazon-flex-block-grabber-28372157/,6 days left,$500,2 bids,
DATABASE questions,https://www.freelancer.com/projects/sql/database-questions-28373514/,6 days left,$25,2 bids,
Convert redbubble products and collections to shopify,https://www.freelancer.com/projects/shopify/convert-redbubble-products-collections/,18 hours left,$61,2 bids,VERIFIED
Business Development (Commission Only Role),https://www.freelancer.com/projects/business-consultant/business-development-commission-only/,1 day left,$255,2 bids,VERIFIED
Prestashop 1.7.x custom PTT cargo module fix needed urgently,https://www.freelancer.com/projects/php/prestashop-custom-ptt-cargo-module/,16 hours left,$150,2 bids,
mobile shope,https://www.freelancer.com/projects/mobile-phone/mobile-shope-28332089/,3 days left,$12,2 bids,
NaviPlan Financial Planning Software,https://www.freelancer.com/projects/financial-planning/naviplan-financial-planning-software/,22 hours left,$937,2 bids,
Professional Pediatric Writers Wanted,https://www.freelancer.com/projects/articles/professional-pediatric-writers-wanted/,4 days left,$5000,2 bids,
Custom Visual for Power BI -- 3,https://www.freelancer.com/projects/css/custom-visual-for-power-28338670/,4 days left,$145,2 bids,VERIFIED
Need to develop news aggregator app for Andorid/IOS -- 2,https://www.freelancer.com/projects/mobile-phone/need-develop-news-aggregator-app/,4 days left,$161,2 bids,VERIFIED
I want to build an ai,https://www.freelancer.com/projects/computer-generated-images/want-build/,4 days left,$97,2 bids,VERIFIED
need a javascript developer,https://www.freelancer.com/projects/svg/need-javascript-developer/,6 days left,$67,2 bids,
Create a Dynamic GUI List using Tkinter,https://www.freelancer.com/projects/python/create-dynamic-gui-list-using/,6 days left,$42,2 bids,VERIFIED
Snooker Website + Game Development,https://www.freelancer.com/projects/php/snooker-website-game-development/,5 days left,$250,2 bids,VERIFIED
Digital Marketing/commission per sale -- 3,https://www.freelancer.com/projects/data-entry/digital-marketing-commission-per-sale/,6 days left,$475,2 bids,
Host a desktop application in azure and publish it for user access,https://www.freelancer.com/projects/microsoft-azure/host-desktop-application-azure-publish/,6 days left,$389,2 bids,
Design My project,https://www.freelancer.com/projects/accounting/design-project-28373746/,6 days left,$416,2 bids,
Government fends for themselves,https://www.freelancer.com/contest/government-fends-for-themselves-1849131.html,17 days left,$10,2 entries,
Convert java code to python cryptography,https://www.freelancer.com/projects/python/convert-java-code-python-cryptography/,23 hours left,$19,2 bids,VERIFIED
Rdio Broadcast with Asp.Net,https://www.freelancer.com/projects/asp-net/rdio-broadcast-with-asp-net/,1 day left,$140,2 bids,VERIFIED
cell phone,https://www.freelancer.com/projects/android/cell-phone-28308671/,1 day left,$20,2 bids,
dressup game,https://www.freelancer.com/projects/nodejs/dressup-game/,23 hours left,$15,2 bids,
need a little help figuring out how to use GitHub Desktop,https://www.freelancer.com/projects/github/need-little-help-figuring-out/,2 days left,$30,2 bids,VERIFIED
MARKETING PRE LAUNCH,https://www.freelancer.com/projects/internet-marketing/marketing-pre-launch/,3 days left,$11 / hr,2 bids,
"Response based on user input, dynamic responses.",https://www.freelancer.com/projects/google-apis/response-based-user-input-dynamic-28316969/,2 days left,$250,2 bids,
CISSP Course,https://www.freelancer.com/projects/certified-information-systems-security-professional/cissp-course/,4 days left,$300,2 bids,VERIFIED
Looking for SIMPSONIZE CHARACTERS for long time JOB for well established business,https://www.freelancer.com/projects/illustration/looking-for-simpsonize-characters-for/,4 days left,$3500,2 bids,
Basic videocourse of Elastix (or Issabel),https://www.freelancer.com/projects/asterisk-pbx/basic-videocourse-elastix-issabel/,2 days left,$56,2 bids,VERIFIED
We need custom sound in push notifications,https://www.freelancer.com/projects/mobile-phone/need-custom-sound-push-notifications/,4 days left,$36,2 bids,VERIFIED
Need a custom wordpress plugin,https://www.freelancer.com/projects/php/need-custom-wordpress-plugin-28351674/,5 days left,$12,2 bids,
Analyze a computer vision topic,https://www.freelancer.com/projects/computer-vision/analyze-computer-vision-topic/,5 days left,$37,2 bids,VERIFIED
Ram kishor,https://www.freelancer.com/projects/three-sixty-video/ram-kishor/,6 days left,$1 / hr,2 bids,
Source dropshipping product,https://www.freelancer.com/projects/supply-chain/source-dropshipping-product/,6 days left,$25,2 bids,VERIFIED
dating app project,https://www.freelancer.com/projects/mobile-phone/dating-app-project-28366718/,6 days left,$117,2 bids,
Short video app,https://www.freelancer.com/projects/video-processing/short-video-app/,1 day left,$14,2 bids,
Ahmad Mutawi,https://www.freelancer.com/projects/network-administration/ahmad-mutawi/,6 days left,$21 / hr,2 bids,
Python Expert -- 5,https://www.freelancer.com/projects/python/python-expert-28373359/,6 days left,$40,2 bids,VERIFIED
I need someone to build an app for my website.,https://www.freelancer.com/projects/android/need-someone-build-app-for/,4 days left,$5500,2 bids,
Promotion and product photographer needed,https://www.freelancer.com/projects/photo-editing/promotion-product-photographer-needed/,3 days left,$40 / hr,2 bids,
need a BDE for digital marketing company,https://www.freelancer.com/projects/digital-marketing/need-bde-for-digital-marketing/,3 days left,$486,2 bids,
موقع وورد بريس أسئلة وأجوبة,https://www.freelancer.com/projects/php/project-28357755/,5 days left,$110,2 bids,VERIFIED
Freebsd Kernel device driver,https://www.freelancer.com/projects/linux/freebsd-kernel-device-driver/,1 day left,$2611,2 bids,
Sales Commission Agent,https://www.freelancer.com/projects/sales/sales-commission-agent/,6 days left,$507,2 bids,
Correct mobile responsiveness and slider fix,https://www.freelancer.com/projects/css/correct-mobile-responsiveness-slider-fix/,6 days left,$11,2 bids,
zoho Picklist Genrator,https://www.freelancer.com/projects/zoho/zoho-picklist-genrator/,10 hours left,$87,2 bids,VERIFIED
Building 2-D Film Short Animation using OpenGL (C++),https://www.freelancer.com/projects/opengl/building-film-short-animation-using/,13 hours left,$360,2 bids,
Experienced Android Programmers with good knowledge in php mysql  -- 2,https://www.freelancer.com/projects/php/experienced-android-programmers-with/,2 days left,$14,2 bids,
Skyline ms external tool integration,https://www.freelancer.com/projects/cplusplus-programming/skyline-external-tool-integration/,1 day left,$175,2 bids,VERIFIED
Private project or contest #28311612,"https://www.freelancer.com/login?goto=MzQ2M2E0NzZkYjM2NDI4YWJhZDg4ZWM1OTYyZDA2ZWZodHRwczovL3d3dy5mcmVlbGFuY2VyLmNvbS9wcm9qZWN0cy90cmFkaW5nL2luZGljYXRvci8,",2 days left,,,
Startup Marketing,https://www.freelancer.com/projects/internet-marketing/startup-marketing/,2 days left,$4568,2 bids,
create fluxstore mobile app for your woocommerce store,https://www.freelancer.com/projects/wordpress/create-fluxstore-mobile-app-for/,2 days left,$14,2 bids,VERIFIED
Telephone Management Insights,https://www.freelancer.com/projects/telephone-handling/telephone-management-insights/,2 days left,$25,2 bids,
Docker expert who is preferably aware of CVAT annotation tool.,https://www.freelancer.com/projects/docker/docker-expert-who-preferably-aware/,6 hours left,$58,2 bids,VERIFIED
Написать скрипт на WordPress -- 2,https://www.freelancer.com/projects/wordpress/wordpress-28283836/,4 hours left,$65,2 bids,
Requirement of codeignite,https://www.freelancer.com/projects/php/requirement-codeignite/,3 days left,$15,2 bids,VERIFIED
need help about Bascom programing software,https://www.freelancer.com/projects/cplusplus-programming/need-help-about-bascom-programing/,3 days left,$25,2 bids,VERIFIED
Create google maps in Riyadh,https://www.freelancer.com/projects/google-earth/create-google-maps-riyadh/,3 days left,$20,2 bids,VERIFIED
WebScraper.io Extension Expert,https://www.freelancer.com/projects/google-chrome/webscraper-extension-expert/,3 days left,$5 / hr,2 bids,VERIFIED
I need a genetic engineering professional to help change my genes.,https://www.freelancer.com/projects/genetic-engineering/need-genetic-engineering-professional/,3 days left,$21 / hr,2 bids,
Basic videocourse of WebRTC (Real Time Communication),https://www.freelancer.com/projects/web-api/basic-videocourse-webrtc-real-time/,2 days left,$26,2 bids,VERIFIED
APIGEE DEVELOPER,https://www.freelancer.com/projects/xml/apigee-developer/,4 days left,$28 / hr,2 bids,
photograph,https://www.freelancer.com/projects/android/photograph/,2 days left,$8,2 bids,
interior design marketing,https://www.freelancer.com/projects/marketing/interior-design-marketing/,5 days left,$1436,2 bids,
dripdimension,https://www.freelancer.com/projects/threed-design/dripdimension/,4 days left,$29 / hr,2 bids,
need 1 lesson on real-time video recognition for online game Burraco,https://www.freelancer.com/projects/python/need-lesson-real-time-video/,5 days left,$269,2 bids,
TRC20 Crowdsale,https://www.freelancer.com/projects/blockchain/trc-crowdsale/,5 days left,$18 / hr,2 bids,
telegram group add and extract,https://www.freelancer.com/projects/python/telegram-group-add-extract/,6 days left,$149,2 bids,VERIFIED
Open Ai Project,https://www.freelancer.com/projects/mobile-phone/open-project/,6 days left,$475,2 bids,VERIFIED
Tax accountant to help with contract work,https://www.freelancer.com/projects/accounting/tax-accountant-help-with-contract/,6 days left,$166,2 bids,VERIFIED
"Azure DevOps, Azure Kubernetes & container service, Helm charts, Yaml, Json",https://www.freelancer.com/projects/azure/azure-devops-azure-kubernetes-container/,6 days left,$450,2 bids,VERIFIED
"NetSuite, Workday, FinancialForce, SunSystems, CODA, Agresso, JD Edwards, Dynamics Nav/GP/AX/365 training wanted",https://www.freelancer.com/projects/netsuite/netsuite-workday-financialforce/,6 days left,$36,2 bids,VERIFIED
SAS programmer  -- 2,https://www.freelancer.com/projects/statistics/sas-programmer-28344804/,4 days left,$81,2 bids,
"Looking for a HTML/CSS, SquareSpace Expert and API Expert -- 2",https://www.freelancer.com/projects/php/looking-for-html-css-squarespace/,6 days left,$81,2 bids,VERIFIED
Looking for android cordova expert,https://www.freelancer.com/projects/android/looking-for-android-cordova-expert/,6 days left,$264,2 bids,
Vedantu Courses,https://www.freelancer.com/projects/sales/vedantu-courses/,3 hours left,$96 / hr,2 bids,
Help me with darksouls3 ps4. I need trophies,https://www.freelancer.com/projects/game-consoles/help-with-darksouls-need-trophies/,9 hours left,$16,2 bids,
I need a Delphi7 developer,https://www.freelancer.com/projects/software-architecture/need-delphi-developer-28281023/,Ended,$279,2 bids,VERIFIED
want to design and develop an ILR REFRIGERATOR,https://www.freelancer.com/projects/electrical-engineering/want-design-develop-ilr-refrigerator/,16 hours left,$424,2 bids,
Implement Deep Linking in React Native with React Navigation 4.x version( React Native / Android / IOS) -- 2,https://www.freelancer.com/projects/android/implement-deep-linking-react-native/,1 day left,$17,2 bids,VERIFIED
Sales automation tool,https://www.freelancer.com/projects/software-architecture/sales-automation-tool/,1 day left,$1997,2 bids,
Need web scrapper,https://www.freelancer.com/projects/software-architecture/need-web-scrapper/,13 hours left,$1524,2 bids,VERIFIED
Change USB Serial Number,https://www.freelancer.com/projects/linux/change-usb-serial-number/,15 hours left,$130,2 bids,
need a Indian education telegram channel,https://www.freelancer.com/projects/education-tutoring/need-indian-education-telegram-channel/,1 day left,$12,2 bids,
Build Stripe and Kajabi checkout pages and embed into Squarespace and other 3rd party sites,https://www.freelancer.com/projects/squarespace/build-stripe-kajabi-checkout-pages/,3 days left,$1000,2 bids,VERIFIED
Front end website development,https://www.freelancer.com/projects/website-design/front-end-website-development-28342209/,4 days left,$108,2 bids,
Need to build GIS BI web application,https://www.freelancer.com/projects/geographical-information-system/need-build-gis-web-application/,3 days left,$5652,2 bids,VERIFIED
Love your mom dad,https://www.freelancer.com/projects/graphic-design/love-your-mom-dad/,4 days left,$14 / hr,2 bids,
Computer application in business,https://www.freelancer.com/projects/excel/computer-application-business-28285258/,6 hours left,$15,2 bids,
Algorithm...,https://www.freelancer.com/projects/algorithm/algorithm-28347841/,5 days left,$95,2 bids,
Help with wix ecom,https://www.freelancer.com/projects/graphic-design/help-with-wix-ecom/,3 days left,$25,2 bids,
Ракета на Canvas либо WebGL,https://www.freelancer.com/projects/javascript/canvas-webgl/,5 days left,$450,2 bids,
Build/clone a platform like Playerslounge.co. Players chalenge each other for cash playing video games,https://www.freelancer.com/projects/website-design/build-clone-platform-like-playerslounge/,4 days left,$5650,2 bids,
PSPICE expert needed (ONLY from PAKISTAN),https://www.freelancer.com/projects/electrical-engineering/pspice-expert-needed-only-from/,6 days left,$140,2 bids,
